,0,1,2,3,4
0,1,161.5,104.5,25.65,7
1,1,199.5,190.0,28.5,1
2,2,99.75,99.75,95.0,2
3,2,128.25,104.5,104.5,5
4,3,197.6,133.0,17.099999999999998,5
5,3,85.5,85.5,71.25,1
6,5,237.5,180.5,50.349999999999994,3
7,6,133.0,133.0,45.599999999999994,2
8,6,213.75,76.0,33.25,2
9,7,277.4,157.7,82.64999999999999,1
10,7,304.0,228.0,66.5,1
11,8,216.6,140.6,24.7,2
12,9,146.29999999999998,111.14999999999999,19.0,1
13,9,294.5,190.0,52.25,1
14,12,218.5,76.0,19.0,2
15,15,85.5,80.75,23.75,2
16,17,294.5,197.6,156.75,1
17,17,307.8,187.14999999999998,166.25,1
18,18,152.0,114.0,38.0,5
19,19,294.5,199.5,112.1,2
20,19,109.25,109.25,47.5,1
21,22,178.6,117.8,47.5,5
22,23,147.25,95.94999999999999,66.5,1
23,23,197.6,134.9,28.5,1
24,23,133.0,124.44999999999999,123.5,1
25,24,242.25,99.75,50.349999999999994,3
26,25,275.5,180.5,57.0,3
27,25,172.9,145.35,23.75,1
28,26,234.64999999999998,166.25,50.349999999999994,2
29,26,237.5,161.5,42.75,1
30,26,281.2,195.7,56.05,1
31,26,160.54999999999998,160.54999999999998,100.69999999999999,2
32,27,277.4,182.39999999999998,40.85,3
33,27,266.0,185.25,28.5,2
34,28,233.7,197.6,38.0,5
35,29,282.15,173.85,115.89999999999999,6
36,30,96.89999999999999,91.19999999999999,45.599999999999994,3
37,33,218.5,76.0,19.0,1
38,33,247.0,74.1,33.25,1
39,33,218.5,123.5,42.75,2
40,36,114.0,104.5,9.5,1
41,36,136.79999999999998,102.6,7.6,1
42,37,128.25,85.5,74.1,4
43,38,114.0,64.6,19.0,3
44,38,135.85,135.85,39.9,1
45,38,207.1,100.69999999999999,33.25,1
46,39,180.5,118.75,87.39999999999999,8
47,40,104.5,95.0,76.0,1
48,40,164.35,122.55,122.55,1
49,41,190.0,128.25,57.0,1
50,41,190.0,128.25,57.0,1
51,41,152.0,109.25,50.349999999999994,1
52,41,150.1,107.35,47.5,1
53,41,150.1,106.39999999999999,47.5,3
54,41,275.5,185.25,66.5,2
55,43,133.0,125.39999999999999,104.5,1
56,43,142.5,76.0,66.5,1
57,43,232.75,128.25,66.5,1
58,44,175.75,133.0,57.0,1
59,44,289.75,199.5,57.0,3
60,44,209.0,66.5,23.75,2
61,44,304.0,90.25,20.9,2
62,44,156.75,66.5,9.5,5
63,44,304.0,90.25,19.0,2
64,44,218.5,133.0,47.5,2
65,44,213.75,125.39999999999999,62.699999999999996,2
66,44,197.6,137.75,99.75,2
67,44,143.45,137.75,104.5,1
68,44,252.7,110.19999999999999,91.19999999999999,2
69,45,218.5,142.5,42.75,3
70,46,231.79999999999998,171.0,106.39999999999999,2
71,48,180.5,118.75,87.39999999999999,8
72,49,171.0,114.0,33.25,3
73,50,131.1,66.5,66.5,2
74,50,167.2,63.65,63.65,2
75,50,188.1,152.95,28.5,2
76,50,244.14999999999998,123.5,76.95,1
77,51,251.75,168.15,42.75,2
78,52,190.0,156.75,52.25,2
79,53,254.6,145.35,57.0,21
80,54,133.0,83.6,83.6,4
81,55,180.5,118.75,87.39999999999999,8
82,56,223.25,221.35,71.25,2
83,57,237.5,171.0,4.75,2
84,57,175.75,142.5,47.5,1
85,60,61.75,57.0,19.0,3
86,61,108.3,72.2,72.2,2
87,62,93.1,66.5,66.5,2
88,64,99.75,99.75,61.75,1
89,64,167.2,116.85,33.25,4
90,64,147.25,95.0,17.099999999999998,2
91,65,243.2,185.25,61.75,2
92,65,223.25,104.5,53.199999999999996,1
93,65,211.85,118.75,114.0,1
94,65,190.0,156.75,55.099999999999994,1
95,65,242.25,171.0,4.75,1
96,65,209.0,70.3,28.5,1
97,65,171.0,142.5,23.75,1
98,66,304.0,216.6,85.5,1
99,66,218.5,38.0,28.5,2
100,66,247.0,218.5,71.25,2
101,66,304.0,218.5,85.5,2
102,67,251.75,180.5,69.35,8
103,67,80.75,57.0,11.399999999999999,20
104,68,166.25,166.25,91.19999999999999,1
105,68,234.64999999999998,146.29999999999998,114.94999999999999,1
106,68,285.0,185.25,61.75,1
107,68,275.5,160.54999999999998,47.5,1
108,68,212.79999999999998,155.79999999999998,9.5,2
109,68,209.0,126.35,66.5,1
110,68,248.89999999999998,169.1,59.849999999999994,1
111,68,199.5,145.35,38.0,2
112,69,218.5,190.0,40.85,2
113,69,199.5,185.25,36.1,2
114,69,209.0,190.0,57.0,3
115,69,223.25,209.0,42.75,3
116,70,226.1,115.89999999999999,69.35,8
117,72,180.5,123.5,123.5,2
118,73,223.25,104.5,53.199999999999996,14
119,74,275.5,190.0,28.5,1
120,74,216.6,161.5,30.4,1
121,74,199.5,152.0,34.199999999999996,1
122,74,185.25,96.89999999999999,38.0,2
123,74,191.89999999999998,139.65,28.5,1
124,75,232.75,101.64999999999999,61.75,1
125,75,241.29999999999998,176.7,48.449999999999996,2
126,80,237.5,163.4,55.099999999999994,1
127,80,149.15,147.25,66.5,2
128,80,152.0,142.5,47.5,3
129,81,311.59999999999997,198.54999999999998,176.7,10
130,82,180.5,91.19999999999999,57.0,6
131,83,199.5,194.75,67.45,1
132,83,199.5,133.0,66.5,1
133,85,180.5,91.19999999999999,57.0,6
134,86,281.2,234.64999999999998,70.3,10
135,86,152.0,142.5,38.0,5
136,86,237.5,180.5,47.5,2
137,87,192.85,133.0,21.849999999999998,10
138,89,166.25,156.75,133.0,2
139,89,161.5,133.0,123.5,2
140,92,142.5,76.0,64.6,2
141,92,75.05,65.55,61.75,1
142,93,304.0,204.25,34.199999999999996,2
143,98,133.0,82.64999999999999,19.0,3
144,99,123.5,99.75,57.0,2
145,100,221.35,165.29999999999998,49.4,2
146,101,80.75,57.0,11.399999999999999,6
147,101,167.2,139.65,39.9,5
148,104,242.25,168.15,52.25,2
149,105,152.0,103.55,38.0,2
150,105,228.0,190.0,104.5,2
151,107,244.14999999999998,145.35,28.5,2
152,108,275.5,190.0,28.5,1
153,108,232.75,150.1,19.0,2
154,108,118.75,109.25,9.5,1
155,108,209.95,150.1,47.5,1
156,109,294.5,156.75,76.0,2
157,110,251.75,174.79999999999998,19.0,2
158,110,118.75,87.39999999999999,87.39999999999999,2
159,111,197.6,133.0,17.099999999999998,1
160,111,133.0,38.0,9.5,5
161,112,66.5,52.25,19.0,3
162,113,228.0,190.0,76.0,1
163,113,237.5,225.14999999999998,42.75,1
164,114,152.0,76.0,33.25,3
165,115,156.75,81.7,41.8,4
166,116,194.75,137.75,38.0,4
167,117,126.35,108.3,7.6,2
168,119,169.1,123.5,123.5,2
169,120,137.75,86.45,86.45,2
170,120,133.0,66.5,76.0,2
171,122,148.2,147.25,38.0,2
172,122,180.5,99.75,82.64999999999999,2
173,123,247.0,156.75,68.39999999999999,1
174,123,244.14999999999998,145.35,53.199999999999996,1
175,124,213.75,90.25,76.0,4
176,124,213.75,81.7,75.05,2
177,126,213.75,90.25,76.0,2
178,126,213.75,81.7,75.05,3
179,127,288.8,224.2,99.75,4
180,128,251.75,152.0,142.5,1
181,128,289.75,152.0,87.39999999999999,1
182,129,199.5,150.1,47.5,2
183,129,242.25,177.65,52.25,2
184,130,126.35,100.69999999999999,50.349999999999994,1
185,130,185.25,136.79999999999998,40.85,1
186,130,228.0,104.5,57.0,2
187,130,114.0,99.75,52.25,2
188,130,180.5,137.75,47.5,2
189,130,224.2,163.4,52.25,1
190,131,137.75,90.25,90.25,4
191,132,204.25,57.0,57.0,3
192,132,152.0,110.19999999999999,47.5,4
193,132,123.5,123.5,43.699999999999996,1
194,133,228.0,190.0,106.39999999999999,2
