,0,1,2,3,4
0,1,161.5,104.5,25.65,7
1,1,199.5,190.0,28.5,1
2,2,99.75,99.75,95.0,2
3,2,128.25,104.5,104.5,5
4,3,197.6,133.0,17.099999999999998,5
5,3,85.5,85.5,71.25,1
6,5,237.5,180.5,50.349999999999994,3
7,6,133.0,133.0,45.599999999999994,2
8,6,213.75,76.0,33.25,2
9,7,277.4,157.7,82.64999999999999,1
10,8,216.6,140.6,24.7,2
11,9,146.29999999999998,111.14999999999999,19.0,1
12,9,294.5,190.0,52.25,1
13,12,218.5,76.0,19.0,2
14,15,85.5,80.75,23.75,2
15,17,294.5,197.6,156.75,1
16,17,307.8,187.14999999999998,166.25,1
17,18,152.0,114.0,38.0,5
18,19,294.5,199.5,112.1,2
19,19,109.25,109.25,47.5,1
20,22,178.6,117.8,47.5,5
21,23,147.25,95.94999999999999,66.5,1
22,23,197.6,134.9,28.5,1
23,23,133.0,124.44999999999999,123.5,1
24,24,242.25,99.75,50.349999999999994,3
25,25,275.5,180.5,57.0,3
26,25,172.9,145.35,23.75,1
27,26,234.64999999999998,166.25,50.349999999999994,2
28,26,237.5,161.5,42.75,1
29,26,281.2,195.7,56.05,1
30,26,160.54999999999998,160.54999999999998,100.69999999999999,2
31,27,277.4,182.39999999999998,40.85,3
32,27,266.0,185.25,28.5,2
33,28,233.7,197.6,38.0,5
34,29,282.15,173.85,115.89999999999999,6
35,30,96.89999999999999,91.19999999999999,45.599999999999994,3
36,33,218.5,76.0,19.0,1
37,33,247.0,74.1,33.25,1
38,33,218.5,123.5,42.75,2
39,36,114.0,104.5,9.5,1
40,36,136.79999999999998,102.6,7.6,1
41,37,128.25,85.5,74.1,4
42,38,114.0,64.6,19.0,3
43,38,135.85,135.85,39.9,1
44,38,207.1,100.69999999999999,33.25,1
45,39,180.5,118.75,87.39999999999999,8
46,40,104.5,95.0,76.0,1
47,40,164.35,122.55,122.55,1
48,41,190.0,128.25,57.0,1
49,41,190.0,128.25,57.0,1
50,41,152.0,109.25,50.349999999999994,1
51,41,150.1,107.35,47.5,1
52,41,150.1,106.39999999999999,47.5,3
53,41,275.5,185.25,66.5,2
54,43,133.0,125.39999999999999,104.5,1
55,43,142.5,76.0,66.5,1
56,43,232.75,128.25,66.5,1
57,44,175.75,133.0,57.0,1
58,44,289.75,199.5,57.0,3
59,44,209.0,66.5,23.75,2
60,44,304.0,90.25,20.9,2
61,44,156.75,66.5,9.5,5
62,44,304.0,90.25,19.0,2
63,44,218.5,133.0,47.5,2
64,44,213.75,125.39999999999999,62.699999999999996,2
65,44,197.6,137.75,99.75,2
66,44,143.45,137.75,104.5,1
67,44,252.7,110.19999999999999,91.19999999999999,2
68,45,218.5,142.5,42.75,3
69,46,231.79999999999998,171.0,106.39999999999999,2
70,48,180.5,118.75,87.39999999999999,8
71,49,171.0,114.0,33.25,3
72,50,131.1,66.5,66.5,2
73,50,167.2,63.65,63.65,2
74,50,188.1,152.95,28.5,2
75,50,244.14999999999998,123.5,76.95,1
76,51,251.75,168.15,42.75,2
77,52,190.0,156.75,52.25,2
78,53,254.6,145.35,57.0,21
79,54,133.0,83.6,83.6,4
80,55,180.5,118.75,87.39999999999999,8
81,57,237.5,171.0,4.75,2
82,57,175.75,142.5,47.5,1
83,60,61.75,57.0,19.0,3
84,61,108.3,72.2,72.2,2
85,62,93.1,66.5,66.5,2
86,64,99.75,99.75,61.75,1
87,64,167.2,116.85,33.25,4
88,64,147.25,95.0,17.099999999999998,2
89,65,243.2,185.25,61.75,2
90,65,223.25,104.5,53.199999999999996,1
91,65,211.85,118.75,114.0,1
92,65,190.0,156.75,55.099999999999994,1
93,65,242.25,171.0,4.75,1
94,65,209.0,70.3,28.5,1
95,65,171.0,142.5,23.75,1
96,66,218.5,38.0,28.5,2
97,67,251.75,180.5,69.35,8
98,67,80.75,57.0,11.399999999999999,20
99,68,166.25,166.25,91.19999999999999,1
100,68,234.64999999999998,146.29999999999998,114.94999999999999,1
101,68,285.0,185.25,61.75,1
102,68,275.5,160.54999999999998,47.5,1
103,68,212.79999999999998,155.79999999999998,9.5,2
104,68,209.0,126.35,66.5,1
105,68,248.89999999999998,169.1,59.849999999999994,1
106,68,199.5,145.35,38.0,2
107,69,218.5,190.0,40.85,2
108,69,199.5,185.25,36.1,2
109,69,209.0,190.0,57.0,3
110,69,223.25,209.0,42.75,3
111,70,226.1,115.89999999999999,69.35,8
112,72,180.5,123.5,123.5,2
113,73,223.25,104.5,53.199999999999996,14
114,74,275.5,190.0,28.5,1
115,74,216.6,161.5,30.4,1
116,74,199.5,152.0,34.199999999999996,1
117,74,185.25,96.89999999999999,38.0,2
118,74,191.89999999999998,139.65,28.5,1
119,75,232.75,101.64999999999999,61.75,1
120,75,241.29999999999998,176.7,48.449999999999996,2
121,80,237.5,163.4,55.099999999999994,1
122,80,149.15,147.25,66.5,2
123,80,152.0,142.5,47.5,3
124,81,311.59999999999997,198.54999999999998,176.7,10
125,82,180.5,91.19999999999999,57.0,6
126,83,199.5,194.75,67.45,1
127,83,199.5,133.0,66.5,1
128,85,180.5,91.19999999999999,57.0,6
129,86,152.0,142.5,38.0,5
130,86,237.5,180.5,47.5,2
131,87,192.85,133.0,21.849999999999998,10
132,89,166.25,156.75,133.0,2
133,89,161.5,133.0,123.5,2
134,92,142.5,76.0,64.6,2
135,92,75.05,65.55,61.75,1
136,93,304.0,204.25,34.199999999999996,2
137,98,133.0,82.64999999999999,19.0,3
138,99,123.5,99.75,57.0,2
139,100,221.35,165.29999999999998,49.4,2
140,101,80.75,57.0,11.399999999999999,6
141,101,167.2,139.65,39.9,5
142,104,242.25,168.15,52.25,2
143,105,152.0,103.55,38.0,2
144,105,228.0,190.0,104.5,2
145,107,244.14999999999998,145.35,28.5,2
146,108,275.5,190.0,28.5,1
147,108,232.75,150.1,19.0,2
148,108,118.75,109.25,9.5,1
149,108,209.95,150.1,47.5,1
150,109,294.5,156.75,76.0,2
151,110,251.75,174.79999999999998,19.0,2
152,110,118.75,87.39999999999999,87.39999999999999,2
153,111,197.6,133.0,17.099999999999998,1
154,111,133.0,38.0,9.5,5
155,112,66.5,52.25,19.0,3
156,113,228.0,190.0,76.0,1
157,114,152.0,76.0,33.25,3
158,115,156.75,81.7,41.8,4
159,116,194.75,137.75,38.0,4
160,117,126.35,108.3,7.6,2
161,119,169.1,123.5,123.5,2
162,120,137.75,86.45,86.45,2
163,120,133.0,66.5,76.0,2
164,122,148.2,147.25,38.0,2
165,122,180.5,99.75,82.64999999999999,2
166,123,247.0,156.75,68.39999999999999,1
167,123,244.14999999999998,145.35,53.199999999999996,1
168,124,213.75,90.25,76.0,4
169,124,213.75,81.7,75.05,2
170,126,213.75,90.25,76.0,2
171,126,213.75,81.7,75.05,3
172,128,251.75,152.0,142.5,1
173,128,289.75,152.0,87.39999999999999,1
174,129,199.5,150.1,47.5,2
175,129,242.25,177.65,52.25,2
176,130,126.35,100.69999999999999,50.349999999999994,1
177,130,185.25,136.79999999999998,40.85,1
178,130,228.0,104.5,57.0,2
179,130,114.0,99.75,52.25,2
180,130,180.5,137.75,47.5,2
181,130,224.2,163.4,52.25,1
182,131,137.75,90.25,90.25,4
183,132,204.25,57.0,57.0,3
184,132,152.0,110.19999999999999,47.5,4
185,132,123.5,123.5,43.699999999999996,1
186,133,228.0,190.0,106.39999999999999,2
187,134,275.5,201.39999999999998,133.95,1
188,134,296.4,209.95,95.0,1
189,134,285.0,185.25,122.55,1
190,134,275.5,185.25,57.0,1
191,134,275.5,199.5,133.0,1
192,134,270.75,199.5,175.75,1
193,134,294.5,202.35,73.14999999999999,1
194,134,313.5,199.5,154.85,1
